"","Name","Rate","Type_of_Review","Reviewers_name","Reviews","Data_of_Reviews"
"1","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.8 out of 5 stars","Verified Purchase","Amazon Customer","This is actually the second one of these I have purchased over the past couple of years as I wanted one for upstairs  and downstairs due to having mobility issues and needing to use a starlit I felt that should anything happen and I was unable to get downstairs in time it made sense having already bought one previously I went for the same knowing I could trust it to have what I required. Ideal for homes and small businesses alike and a good price. Would recommend this for both and probs for caravaning or camping and even travelling abroad as it is small and compact but contains alot. Excellent and would buy again.","Reviewed in the United Kingdom on 9 February 2024"
"2","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Caitlin","Good value for money. Well packed and lightweight. Comprehensive contents that I will add too i.e. tube of antiseptic cream, a better pair of scissors, painkillers etc. Was confused at first (as others are looking at the 1 star reviews) with the dates on some of the contents which appeared to show that they were out of date. Rang the parent company that supply Amazon, who are an established reputable medical supplier, and they explained that, those contents that are 'sterile', will have a date when the item was packed (alongside a picture of a building) AND an expiry date (alongside a picture of an egg timer). Picture attached. If the items are not sterile however, then they will NOT have an expiry date, just a date when they were packed. Have suggested that the company put a note to that effect in their packs which they will take on board moving forward.","Reviewed in the United Kingdom on 29 February 2024"
"3","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","3.0 out of 5 stars","Verified Purchase","Amazon Customer","I was pleased with the first aid kit, and it's good value for money. To buy the items seperately would cost more. I've added a few more plasters, disposable gloves and sterile wipes.","Reviewed in the United Kingdom on 9 February 2024"
"4","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Olivia Liddiard","Handy size easy to carry around","Reviewed in the United Kingdom on 27 February 2024"
"5","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Olivia Liddiard","You get exactly what you order. Fantastic! Really comes in handy! It is on the bigger size, so would reccomend buying a smaller first aid bag if you plan on travelling with it!","Reviewed in the United Kingdom on 1 February 2024"
"6","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Amazon Customer","QUICK DELIVERY, GREAT PRODUCT","Reviewed in the United Kingdom on 12 February 2024"
"7","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Rusty","Great versatile kit recommended","Reviewed in the United Kingdom on 16 February 2024"
"8","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.0 out of 5 stars","Verified Purchase","Layken","Amazing price. Came with everything you need in a first aid kit. Perfect for families. Would definitely recommend","Reviewed in the United Kingdom on 29 February 2024"
"9","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","ANONYMOUS","Very happy with my product thank you 😁","Reviewed in the United Kingdom on 11 January 2024"
"10","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Amazon Customer","Well pricedArrived quicklyWell packedThe best equipped first aid kit I have purchased over a period of 45 years","Reviewed in the United Kingdom on 29 January 2024"
"11","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.8 out of 5 stars","Verified Purchase","Amazon Customer","This is actually the second one of these I have purchased over the past couple of years as I wanted one for upstairs  and downstairs due to having mobility issues and needing to use a starlit I felt that should anything happen and I was unable to get downstairs in time it made sense having already bought one previously I went for the same knowing I could trust it to have what I required. Ideal for homes and small businesses alike and a good price. Would recommend this for both and probs for caravaning or camping and even travelling abroad as it is small and compact but contains alot. Excellent and would buy again.","Reviewed in the United Kingdom on 9 February 2024"
"12","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Caitlin","Good value for money. Well packed and lightweight. Comprehensive contents that I will add too i.e. tube of antiseptic cream, a better pair of scissors, painkillers etc. Was confused at first (as others are looking at the 1 star reviews) with the dates on some of the contents which appeared to show that they were out of date. Rang the parent company that supply Amazon, who are an established reputable medical supplier, and they explained that, those contents that are 'sterile', will have a date when the item was packed (alongside a picture of a building) AND an expiry date (alongside a picture of an egg timer). Picture attached. If the items are not sterile however, then they will NOT have an expiry date, just a date when they were packed. Have suggested that the company put a note to that effect in their packs which they will take on board moving forward.","Reviewed in the United Kingdom on 29 February 2024"
"13","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","3.0 out of 5 stars","Verified Purchase","Amazon Customer","I was pleased with the first aid kit, and it's good value for money. To buy the items seperately would cost more. I've added a few more plasters, disposable gloves and sterile wipes.","Reviewed in the United Kingdom on 9 February 2024"
"14","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Olivia Liddiard","Handy size easy to carry around","Reviewed in the United Kingdom on 27 February 2024"
"15","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Olivia Liddiard","You get exactly what you order. Fantastic! Really comes in handy! It is on the bigger size, so would reccomend buying a smaller first aid bag if you plan on travelling with it!","Reviewed in the United Kingdom on 1 February 2024"
"16","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Amazon Customer","QUICK DELIVERY, GREAT PRODUCT","Reviewed in the United Kingdom on 12 February 2024"
"17","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Rusty","Great versatile kit recommended","Reviewed in the United Kingdom on 16 February 2024"
"18","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.0 out of 5 stars","Verified Purchase","Layken","Amazing price. Came with everything you need in a first aid kit. Perfect for families. Would definitely recommend","Reviewed in the United Kingdom on 29 February 2024"
"19","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","ANONYMOUS","Very happy with my product thank you 😁","Reviewed in the United Kingdom on 11 January 2024"
"20","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Amazon Customer","Well pricedArrived quicklyWell packedThe best equipped first aid kit I have purchased over a period of 45 years","Reviewed in the United Kingdom on 29 January 2024"
"21","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.8 out of 5 stars","Verified Purchase","Amazon Customer","This is actually the second one of these I have purchased over the past couple of years as I wanted one for upstairs  and downstairs due to having mobility issues and needing to use a starlit I felt that should anything happen and I was unable to get downstairs in time it made sense having already bought one previously I went for the same knowing I could trust it to have what I required. Ideal for homes and small businesses alike and a good price. Would recommend this for both and probs for caravaning or camping and even travelling abroad as it is small and compact but contains alot. Excellent and would buy again.","Reviewed in the United Kingdom on 9 February 2024"
"22","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Caitlin","Good value for money. Well packed and lightweight. Comprehensive contents that I will add too i.e. tube of antiseptic cream, a better pair of scissors, painkillers etc. Was confused at first (as others are looking at the 1 star reviews) with the dates on some of the contents which appeared to show that they were out of date. Rang the parent company that supply Amazon, who are an established reputable medical supplier, and they explained that, those contents that are 'sterile', will have a date when the item was packed (alongside a picture of a building) AND an expiry date (alongside a picture of an egg timer). Picture attached. If the items are not sterile however, then they will NOT have an expiry date, just a date when they were packed. Have suggested that the company put a note to that effect in their packs which they will take on board moving forward.","Reviewed in the United Kingdom on 29 February 2024"
"23","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","3.0 out of 5 stars","Verified Purchase","Amazon Customer","I was pleased with the first aid kit, and it's good value for money. To buy the items seperately would cost more. I've added a few more plasters, disposable gloves and sterile wipes.","Reviewed in the United Kingdom on 9 February 2024"
"24","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Olivia Liddiard","Handy size easy to carry around","Reviewed in the United Kingdom on 27 February 2024"
"25","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Olivia Liddiard","You get exactly what you order. Fantastic! Really comes in handy! It is on the bigger size, so would reccomend buying a smaller first aid bag if you plan on travelling with it!","Reviewed in the United Kingdom on 1 February 2024"
"26","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Amazon Customer","QUICK DELIVERY, GREAT PRODUCT","Reviewed in the United Kingdom on 12 February 2024"
"27","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Rusty","Great versatile kit recommended","Reviewed in the United Kingdom on 16 February 2024"
"28","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.0 out of 5 stars","Verified Purchase","Layken","Amazing price. Came with everything you need in a first aid kit. Perfect for families. Would definitely recommend","Reviewed in the United Kingdom on 29 February 2024"
"29","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","ANONYMOUS","Very happy with my product thank you 😁","Reviewed in the United Kingdom on 11 January 2024"
"30","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Amazon Customer","Well pricedArrived quicklyWell packedThe best equipped first aid kit I have purchased over a period of 45 years","Reviewed in the United Kingdom on 29 January 2024"
"31","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.8 out of 5 stars","Verified Purchase","Amazon Customer","This is actually the second one of these I have purchased over the past couple of years as I wanted one for upstairs  and downstairs due to having mobility issues and needing to use a starlit I felt that should anything happen and I was unable to get downstairs in time it made sense having already bought one previously I went for the same knowing I could trust it to have what I required. Ideal for homes and small businesses alike and a good price. Would recommend this for both and probs for caravaning or camping and even travelling abroad as it is small and compact but contains alot. Excellent and would buy again.","Reviewed in the United Kingdom on 9 February 2024"
"32","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Caitlin","Good value for money. Well packed and lightweight. Comprehensive contents that I will add too i.e. tube of antiseptic cream, a better pair of scissors, painkillers etc. Was confused at first (as others are looking at the 1 star reviews) with the dates on some of the contents which appeared to show that they were out of date. Rang the parent company that supply Amazon, who are an established reputable medical supplier, and they explained that, those contents that are 'sterile', will have a date when the item was packed (alongside a picture of a building) AND an expiry date (alongside a picture of an egg timer). Picture attached. If the items are not sterile however, then they will NOT have an expiry date, just a date when they were packed. Have suggested that the company put a note to that effect in their packs which they will take on board moving forward.","Reviewed in the United Kingdom on 29 February 2024"
"33","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","3.0 out of 5 stars","Verified Purchase","Amazon Customer","I was pleased with the first aid kit, and it's good value for money. To buy the items seperately would cost more. I've added a few more plasters, disposable gloves and sterile wipes.","Reviewed in the United Kingdom on 9 February 2024"
"34","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Olivia Liddiard","Handy size easy to carry around","Reviewed in the United Kingdom on 27 February 2024"
"35","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Olivia Liddiard","You get exactly what you order. Fantastic! Really comes in handy! It is on the bigger size, so would reccomend buying a smaller first aid bag if you plan on travelling with it!","Reviewed in the United Kingdom on 1 February 2024"
"36","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Amazon Customer","QUICK DELIVERY, GREAT PRODUCT","Reviewed in the United Kingdom on 12 February 2024"
"37","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Rusty","Great versatile kit recommended","Reviewed in the United Kingdom on 16 February 2024"
"38","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.0 out of 5 stars","Verified Purchase","Layken","Amazing price. Came with everything you need in a first aid kit. Perfect for families. Would definitely recommend","Reviewed in the United Kingdom on 29 February 2024"
"39","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","ANONYMOUS","Very happy with my product thank you 😁","Reviewed in the United Kingdom on 11 January 2024"
"40","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","5.0 out of 5 stars","Verified Purchase","Amazon Customer","Well pricedArrived quicklyWell packedThe best equipped first aid kit I have purchased over a period of 45 years","Reviewed in the United Kingdom on 29 January 2024"
"41","Lewis-Plast Premium First Aid Kit For Home Car Holiday And Workplace - Includes Bandages, Eye Pods, Ice Packs And Essentials For Everyday Situations, 90 Count (Pack of 1)","4.8 out of 5 stars","Verified Purchase","Amazon Customer","This is actually the second one of these I have purchased over the past couple of years as I wanted one for upstairs  and downstairs due to having mobility issues and needing to use a starlit I felt that should anything happen and I was unable to get downstairs in time it made sense having already bought one previously I went for the same knowing I could trust it to have what I required. Ideal for homes and small businesses alike and a good price. Would recommend this for both and probs for caravaning or camping and even travelling abroad as it is small and compact but contains alot. Excellent and would buy again.","Reviewed in the United Kingdom on 9 February 2024"
