"","Name","Rate","Type_of_Review","Reviewers_name","Reviews","Data_of_Reviews"
"1","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","4.7 out of 5 stars","Verified Purchase","Sean","I actually think this is one of the best spirits out there. Price wise for me it's at the top. It hits the right notes, the hint of vanilla, slight charred oak finish, a smoothness that lingers. I've even had the pricier stuff from the buffalo trace distillery and although they're also phenomal, they just get out classed due to the price ratio.For a bit extra fun, when ever I drink scotch I always compare it to buffalo trace. Being from the UK I have easy access to very good scotch in any average bar. I have yet still to find something that beats this whisky (whiskey to my American friends)","Reviewed in the United Kingdom on 26 October 2023"
"2","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","5.0 out of 5 stars","Verified Purchase","Theo H.","An excellent, flavoursome bourbon! Great price!","Reviewed in the United Kingdom on 24 November 2022"
"3","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","3.0 out of 5 stars","Verified Purchase","Sean","My bar has a bottle of BT in permanent residence. Great in an Old Fashioned, mixes well, superb with ginger beer in a Kentucky Mule, and, an easy sipper, neat, over ice.","Reviewed in the United Kingdom on 26 October 2023"
"4","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","5.0 out of 5 stars","Verified Purchase","Amazon Customer","A little harsh but its pretty decent","Reviewed in the United Kingdom on 21 December 2023"
"5","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","5.0 out of 5 stars","Verified Purchase","Matt","Quality drink, more than fair price.","Reviewed in the United Kingdom on 26 November 2023"
"6","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","5.0 out of 5 stars","Verified Purchase","Fearny","A very nice taste drunk and gone, will buy again :0)","Reviewed in the United Kingdom on 24 July 2023"
"7","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","4.0 out of 5 stars","Verified Purchase","Kindle Customer","Lovely drink, more mellow than JD. Great value for money too!","Reviewed in the United Kingdom on 26 January 2024"
"8","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","5.0 out of 5 stars","Verified Purchase","michael","I've tried a number of bourbons and this is the first one I've found nice.  Jack Daniels tastes just mouldy to me!  This had a variety of levels of flavour, and is reviewed well by bourbon experts.  It's very much like a more expensive drink.  Smooth, and slightly sweet from the corn.","Reviewed in the United Kingdom on 11 February 2024"
"9","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","5.0 out of 5 stars","Verified Purchase","Tony","Taste has really grown on me. Like to drink a little of this neat of an evening and at first, I wasn't too taken with it after last drinking Bulleit Bourbon. This at 40% came over a little more strong tasting [Bulleit was 45%] but now getting different taste experience with this and even prefer this slightly if anything. Would buy again and is nice to drink straight. Not yet tried mixed but I am peculiar with whisky, not really liking with American, lemonade or water. Would recommend and buy again if on offer.","Reviewed in the United Kingdom on 6 January 2024"
"10","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","5.0 out of 5 stars","Verified Purchase","Hangonamo","was gifted but enjoyed","Reviewed in the United Kingdom on 25 September 2023"
"11","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","4.7 out of 5 stars","Verified Purchase","Sean","I actually think this is one of the best spirits out there. Price wise for me it's at the top. It hits the right notes, the hint of vanilla, slight charred oak finish, a smoothness that lingers. I've even had the pricier stuff from the buffalo trace distillery and although they're also phenomal, they just get out classed due to the price ratio.For a bit extra fun, when ever I drink scotch I always compare it to buffalo trace. Being from the UK I have easy access to very good scotch in any average bar. I have yet still to find something that beats this whisky (whiskey to my American friends)","Reviewed in the United Kingdom on 26 October 2023"
"12","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","5.0 out of 5 stars","Verified Purchase","Theo H.","An excellent, flavoursome bourbon! Great price!","Reviewed in the United Kingdom on 24 November 2022"
"13","Buffalo Trace Kentucky Straight Bourbon Whiskey, 70cl, ABV 40% - Ideal partner in Old Fashioned Cocktail","3.0 out of 5 stars","Verified Purchase","Sean","My bar has a bottle of BT in permanent residence. Great in an Old Fashioned, mixes well, superb with ginger beer in a Kentucky Mule, and, an easy sipper, neat, over ice.","Reviewed in the United Kingdom on 26 October 2023"
